CONTA;NATUREZA DO SALDO
212300000;C
212310000;C
212310100;C
212310101;C
212310102;C
212310103;C
212310198;C
212310200;C
212320000;C
212330000;C
212330100;C
212330101;C
212330102;C
212330103;C
212330198;C
212330200;C
212340000;C
212340100;C
212340101;C
212340102;C
212340103;C
212340198;C
212340200;C
212350000;C
212400000;C
212410000;C
212410100;C
212410101;C
212410102;C
212410198;C
212410200;C
212500000;C
212510000;C
212510100;C
212510200;C
212510300;C
212510400;C
212520000;C
212520100;C
212520200;C
212520300;C
212520400;C
212530000;C
212530100;C
212530101;C
212530199;C
212530200;C
212530201;C
212530299;C
212530300;C
212530400;C
212540000;C
212540100;C
212540200;C
212540300;C
212540400;C
212550000;C
212550100;C
212550200;C
212550300;C
212550400;C
212600000;C
212610000;C
212610100;C
212610200;C
212610300;C
212610400;C
212800000;D
212810000;D
212810100;D
212810200;D
212820000;D
212820100;D
212820200;D
212830000;D
212830100;D
212830200;D
212840000;D
212840100;D
212840200;D
212850000;D
212900000;D
212910000;D
212910100;D
212910200;D
213000000;C
213100000;C
213110000;C
213110100;C
213110101;C
213110102;C
213110103;C
213110199;C
213110300;C
213110301;C
213110302;C
213110303;C
213110399;C
213110500;C
213110501;C
213110502;C
213110503;C
213110600;C
213110601;C
213110602;C
213110603;C
213110700;C
213110701;C
213110702;C
213110703;C
213110800;C
213110801;C
213110802;C
213110803;C
213110900;C
213111000;C
213111100;C
213120000;C
213130000;C
213140000;C
213150000;C
213200000;C
213210000;C
213210100;C
213210101;C
213210102;C
213210103;C
213210199;C
213210200;C
213210201;C
213210202;C
213210203;C
213210299;C
214000000;C
214100000;C
214110000;C
214110100;C
214110200;C
214110300;C
214110400;C
214110500;C
214110600;C
214110800;C
214110900;C
214111000;C
214111100;C
214111200;C
214111300;C
214119900;C
214120000;C
214120100;C
214120200;C
214120300;C
214120400;C
214120500;C
214120600;C
214120800;C
214120900;C
214121000;C
214121100;C
214121200;C
214121300;C
214129900;C
214130000;C
214130100;C
214130200;C
214130300;C
214130400;C
214130500;C
214130600;C
214130800;C
214130900;C
214131000;C
214131100;C
214131200;C
214131300;C
214139900;C
214200000;C
214210000;C
214210100;C
214210101;C
214210102;C
214210200;C
214210300;C
214210400;C
214210500;C
214210600;C
214210700;C
214210800;C
214219900;C
214220000;C
214220100;C
214220101;C
214220102;C
214220200;C
214220300;C
214220400;C
214220500;C
214220600;C
214220700;C
214220800;C
214229900;C
214240000;C
214240100;C
214240101;C
214240102;C
214240200;C
214240300;C
214240400;C
214240500;C
214240600;C
214240700;C
214240800;C
214249900;C
214300000;C
214310000;C
214310100;C
214310200;C
214310300;C
214310400;C
214310600;C
214310700;C
214310800;C
214319900;C
214320000;C
214320100;C
214320200;C
214320300;C
214320400;C
214320600;C
214320700;C
214320800;C
214329900;C
214350000;C
214350100;C
214350200;C
214350300;C
214350400;C
214350600;C
214350700;C
214350800;C
214359900;C
215000000;C
215100000;C
215130000;C
215140000;C
215140100;C
215149900;C
215150000;C
215150100;C
215150200;C
215150300;C
215159900;C
215200000;C
215210000;C
215230000;C
215240000;C
215250000;C
215300000;C
215310000;C
215310100;C
215310200;C
215310300;C
215310400;C
215310500;C
215310600;C
215319900;C
215330000;C
215330100;C
215330300;C
215330400;C
215330500;C
215330600;C
215339900;C
215340000;C
215340100;C
215340300;C
215340400;C
215340500;C
215340600;C
215349900;C
215350000;C
215350100;C
215350300;C
215350400;C
215350500;C
215350600;C
215359900;C
215400000;C
215420000;C
215900000;C
215910000;C
215930000;C
215940000;C
215950000;C
217000000;C
217100000;C
217110000;C
217110100;C
217110200;C
217200000;C
217210000;C
217210800;C
217210801;C
217210802;D
217210803;D
217210804;C
217210805;D
217210806;D
217210899;D
217210900;C
217210901;C
217210902;D
217210999;D
217300000;C
217310000;C
217310100;C
217310101;C
217310102;C
217310200;C
217310201;C
217310202;C
217319900;C
217320000;C
217330000;C
217340000;C
217350000;C
217400000;C
217410000;C
217410100;C
217410200;C
217410300;C
217410400;C
217419900;C
217420000;C
217430000;C
217440000;C
217450000;C
217500000;C
217510000;C
217520000;C
217530000;C
217540000;C
217550000;C
217550100;C
217550200;C
217550300;C
217559900;C
217600000;C
217610000;C
217700000;C
217710000;C
217720000;C
217730000;C
217740000;C
217750000;C
217900000;C
217910000;C
217910100;C
217910200;C
217919900;C
217920000;C
217930000;C
217940000;C
217950000;C
218000000;C
218100000;C
218110000;C
218120000;C
218130000;C
218140000;C
218150000;C
218200000;C
218210000;C
218220000;C
218230000;C
218240000;C
218250000;C
218300000;C
218310000;C
218310100;C
218320000;C
218330000;C
218340000;C
218350000;C
218400000;C
218410000;C
218410100;C
218410200;C
218419600;C
218419700;D
218419800;D
218419900;C
218420000;C
218430000;C
218440000;C
218450000;C
218500000;C
218510000;C
218510100;C
218510200;C
218510300;C
218520000;C
218530000;C
218540000;C
218550000;C
218600000;C
218610000;C
218610100;C
218610200;C
218610300;C
218619900;C
218700000;C
218710000;C
218800000;C
218810000;C
218810100;C
218810101;C
218810102;C
218810103;C
218810104;C
218810105;C
218810106;C
218810107;C
218810108;C
218810109;C
218810110;C
218810111;C
218810112;C
218810113;C
218810114;C
218810115;C
218810116;C
218810117;C
218810199;C
218810200;C
218810300;C
218810301;C
218810302;C
218810400;C
218810401;C
218810402;C
218810403;C
218810404;C
218810405;C
218810499;C
218810800;C
218810801;C
218810802;C
218819900;C
218820000;C
218820100;C
218820101;C
218820102;C
218820104;C
218820106;C
218820107;C
218820108;C
218820109;C
218820112;C
218820199;C
218820200;C
218820300;C
218820400;C
218820800;C
218829900;C
218830000;C
218830100;C
218830102;C
218830104;C
218830106;C
218830199;C
218830200;C
218830300;C
218830400;C
218830800;C
218839900;C
218840000;C
218840100;C
218840107;C
218840109;C
218840199;C
218840200;C
218840300;C
218840400;C
218840800;C
218849900;C
218850000;C
218850100;C
218850108;C
218850109;C
218850199;C
218850200;C
218850300;C
218850400;C
218850800;C
218859900;C
218900000;C
218910000;C
218910100;C
218910101;C
218910102;C
218910104;C
218910105;C
218910106;C
218910108;C
218910199;C
218910200;C
218910300;C
218911200;C
218911300;C
218911400;C
218911600;C
218911700;C
218911800;C
218919800;C
218920000;C
218920100;C
218920104;C
218920105;C
218920106;C
218920107;C
218920199;C
218920200;C
218920201;C
218920202;C
218920300;C
218929800;C
218930000;C
218930100;C
218930105;C
218930106;C
218930199;C
218939800;C
218940000;C
218940100;C
218940105;C
218940106;C
218940199;C
218949800;C
218950000;C
218950100;C
218950105;C
218950106;C
218950199;C
218959800;C
220000000;C
221000000;C
221100000;C
221110000;C
221110100;C
221110300;C
221110301;C
221110302;C
221110303;C
221110400;C
221110401;C
221110402;C
221110403;C
221110500;C
221110700;C
221200000;C
221210000;C
221210200;C
221210201;C
221210202;C
221210203;C
221210300;C
221210301;C
221210302;C
221210303;C
221210400;C
221219800;C
221219900;C
221220000;C
221230000;C
221240000;C
221250000;C
221300000;C
221310000;C
221310100;C
221310200;C
221310201;C
221310202;C
221310203;C
221310300;C
221310301;C
221310302;C
221310303;C
221310400;C
221400000;C
221410000;C
221410100;C
221410200;C
221410300;C
221419900;C
221420000;C
221420100;C
221420200;C
221420201;C
221420202;C
221429900;C
221430000;C
221430100;C
221430101;C
221430200;C
221439900;C
221440000;C
221449900;C
221450000;C
221459900;C
221900000;C
221910000;C
221920000;C
222000000;C
222100000;C
222110000;C
222110100;C
222110101;C
222110102;D
222110198;C
222110200;C
222110298;C
222110300;C
222120000;C
222120100;C
222120200;C
222120201;C
222129900;C
222130000;C
222130100;C
222130101;C
222130102;D
222130198;C
222130200;C
222130298;C
222130400;C
222130401;C
222130500;C
222130501;C
222139900;C
222140000;C
222140100;C
222140101;C
222140102;D
222140198;C
222140200;C
222140298;C
222140300;C
222150000;C
222150100;C
222150101;C
222150102;D
222150198;C
222150200;C
222150298;C
222150300;C
222200000;C
222210000;C
222210100;C
222210200;C
222210300;C
222300000;C
222310000;C
222310100;C
222310101;C
222310102;C
222310103;C
222310198;C
222310200;C
222330000;C
222340000;C
222350000;C
222400000;C
222410000;C
222410100;C
222410101;C
222410102;C
222410200;C
222419800;C
222500000;C
222510000;C
222510100;C
222510101;C
222510102;C
222510200;C
222510201;C
222510202;C
222510300;C
222510301;C
222510302;C
222510400;C
222510401;C
222510402;C
222520000;C
222530000;C
222540000;C
222550000;C
222600000;C
222610000;C
222610100;C
222610101;C
222610102;C
222610200;C
222610201;C
222610202;C
222610300;C
222610301;C
222610302;C
222610400;C
222610401;C
222610402;C
222800000;D
222810000;D
222810100;D
222810200;D
222820000;D
222820100;D
222820200;D
222830000;D
222830100;D
222830200;D
222840000;D
222840100;D
222840200;D
222850000;D
222850100;D
222850200;D
222900000;D
222910000;D
222910100;D
222910200;D
223000000;C
223100000;C
223110000;C
223110100;C
223110101;C
223110102;C
223110103;C
223110199;C
223110400;C
223110401;C
223110402;C
223110403;C
223110500;C
223110501;C
223110502;C
223110503;C
223110600;C
223110601;C
223110602;C
223110603;C
223110700;C
223110701;C
223110702;C
223110703;C
223110800;C
223110900;C
223111000;C
223111001;C
223111002;C
223111003;C
223111099;C
223111100;C
223120000;C
223130000;C
223140000;C
223150000;C
223200000;C
223210000;C
223210100;C
223210101;C
223210102;C
223210103;C
223210199;C
223210200;C
223210201;C
223210202;C
223210203;C
223210299;C
224000000;C
224100000;C
224110000;C
224110100;C
224110200;C
224119900;C
224120000;C
224120100;C
224120200;C
224129900;C
224130000;C
224130100;C
224130200;C
224139900;C
224200000;C
224210000;C
224210100;C
224219900;C
224220000;C
224220100;C
224229900;C
224240000;C
224240100;C
224249900;C
224300000;C
224310000;C
224310100;C
224319900;C
224320000;C
224320100;C
224329900;C
224350000;C
224350100;C
224359900;C
225000000;C
225100000;C
225130000;C
225140000;C
225140100;C
225149900;C
225150000;C
225150100;C
225150200;C
225150300;C
225159900;C
225200000;C
225210000;C
225230000;C
225240000;C
225250000;C
225300000;C
225310000;C
225310100;C
225310200;C
225310300;C
225310400;C
225310500;C
225310600;C
225319900;C
225330000;C
225330100;C
225330300;C
225330400;C
225330500;C
225330600;C
225339900;C
225340000;C
225340100;C
225340300;C
225340400;C
225340500;C
225340600;C
225349900;C
225350000;C
225350100;C
225350300;C
225350400;C
225350500;C
225350600;C
225359900;C
225400000;C
225420000;C
225900000;C
225910000;C
225930000;C
225940000;C
225950000;C
227000000;C
227100000;C
227110000;C
227110100;C
227110200;C
227200000;C
227210000;C
227210100;C
227210101;C
227210103;D
227210104;D
227210105;D
227210199;D
227210200;C
227210201;C
227210202;D
227210203;D
227210204;D
227210299;D
227210300;C
227210301;C
227210303;D
227210304;D
227210305;D
227210399;D
227210400;C
227210401;C
227210402;D
227210403;D
227210404;D
227210499;D
227210800;C
227210801;C
227210802;D
227210803;D
227210804;C
227210805;D
227210806;D
227210899;D
227210900;C
227210901;C
227210902;D
227210999;D
227220000;C/D
227220100;D
227220101;D
227220200;D
227220203;D
227220500;C
227220501;C
227220502;C
227300000;C
227310000;C
227310100;C
227310101;C
227310102;C
227310200;C
227310201;C
227310202;C
227319900;C
227320000;C
227330000;C
227340000;C
227350000;C
227400000;C
227410000;C
227410100;C
227410200;C
227410300;C
227410400;C
227419900;C
227420000;C
227430000;C
227440000;C
227450000;C
227500000;C
227510000;C
227520000;C
227530000;C
227540000;C
227550000;C
227600000;C
227610000;C
227700000;C
227710000;C
227720000;C
227730000;C
227740000;C
227750000;C
227900000;C
227910000;C
227910100;C
227910200;C
227910300;C
227910301;C
227910302;C
227919900;C
227920000;C
227920900;C
227929900;C
227930000;C
227940000;C
227950000;C
228000000;C
228100000;C
228110000;C
228120000;C
228130000;C
228140000;C
228150000;C
228200000;C
228210000;C
228220000;C
228230000;C
228240000;C
228250000;C
228300000;C
228310000;C
228320000;C
228330000;C
228340000;C
228350000;C
228400000;C
228410000;C
228420000;C
228430000;C
228440000;C
228450000;C
228600000;C
228610000;C
228610100;C
228610200;C
228610300;C
228619900;C
228800000;C
228810000;C
228810100;C
228810101;C
228810102;C
228810103;C
228810104;C
228810105;C
228810106;C
228810107;C
228810108;C
228810109;C
228810110;C
228810111;C
228810112;C
228810113;C
228810114;C
228810115;C
228810116;C
228810117;C
228810199;C
228810200;C
228810300;C
228810301;C
228810302;C
228810400;C
228810401;C
228810402;C
228810403;C
228810404;C
228810405;C
228810499;C
228810800;C
228810801;C
228810802;C
228819900;C
228820000;C
228820100;C
228820101;C
228820102;C
228820104;C
228820106;C
228820107;C
228820108;C
228820109;C
228820112;C
228820199;C
228820200;C
228820300;C
228820400;C
228820800;C
228829900;C
228830000;C
228830100;C
228830102;C
228830104;C
228830106;C
228830199;C
228830200;C
228830300;C
228830400;C
228830800;C
228839900;C
228840000;C
228840100;C
228840107;C
228840199;C
228840200;C
228840300;C
228840400;C
228840800;C
228849900;C
228850000;C
228850100;C
228850108;C
228850109;C
228850199;C
228850200;C
228850300;C
228850400;C
228850800;C
228859900;C
228900000;C
228910000;C
228910100;C
228910101;C
228910102;C
228910104;C
228910200;C
228910300;C
228911200;C
228911300;C
228911400;C
228911600;C
228911700;C
228919800;C
228920000;C
228930000;C
228940000;C
228950000;C
229000000;C
229100000;C
229110000;C
229120000;C
229130000;C
229140000;C
229150000;C
229200000;D
229210000;D
229220000;D
229230000;D
229240000;D
229250000;D
230000000;C
231000000;C
231100000;C
231110000;C
231120000;C
231130000;C
231140000;C
231150000;C
231200000;C
231210000;C
231220000;C
231230000;C
231240000;C
231250000;C
232000000;C
232100000;C
232110000;C
232120000;C
232130000;C
232140000;C
232150000;C
233000000;C
233100000;C
233110000;C
233120000;C
233130000;C
233140000;C
233150000;C
233200000;C
233210000;C
233220000;C
233230000;C
233240000;C
233250000;C
233300000;C
233310000;C
233320000;C
233330000;C
233340000;C
233350000;C
233400000;C
233410000;C
233420000;C
233430000;C
233440000;C
233450000;C
233900000;C
233910000;C
233910100;C
233910200;C
233910300;C
233919900;C
233920000;C
233920100;C
233920200;C
233920300;C
233929900;C
233930000;C
233940000;C
233950000;C
234000000;C/D
234100000;C/D
234110000;C/D
234120000;C/D
234130000;C/D
234140000;C/D
234150000;C/D
234200000;C/D
234210000;C/D
234220000;C/D
234230000;C/D
234240000;C/D
234250000;C/D
235000000;C
235100000;C
235110000;C
235120000;C
235130000;C
235140000;C
235150000;C
235200000;C
235210000;C
235220000;C
235230000;C
235240000;C
235250000;C
235300000;C
235310000;C
235320000;C
235330000;C
235340000;C
235350000;C
235400000;C
235410000;C
235420000;C
235430000;C
235440000;C
235450000;C
235500000;C
235510000;C
235520000;C
235530000;C
235540000;C
235550000;C
235600000;C
235610000;C
235620000;C
235630000;C
235640000;C
235650000;C
235700000;C
235710000;C
235720000;C
235730000;C
235740000;C
235750000;C
235800000;C
235810000;C
235820000;C
235830000;C
235840000;C
235850000;C
235900000;C
235910000;C
235920000;C
235930000;C
235940000;C
235950000;C
236000000;C
236100000;C
236110000;C
236120000;C
236130000;C
236140000;C
236150000;C
236200000;C
236210000;C
236210100;C
236210101;C
236210102;C
236210200;C
236210201;C
236210202;C
236210300;C
236210301;C
236210400;C
236210401;C
236210402;C
236210403;C
236210500;C
236210501;C
236210502;C
236900000;C
236910000;C
236920000;C
236930000;C
236940000;C
236950000;C
237000000;C/D
237100000;C/D
237110000;C/D
237110100;C/D
237110200;C/D
237110300;C/D
237110400;C/D
237120000;C/D
237120100;C/D
237120200;C/D
237120300;C/D
237120400;C/D
237130000;C/D
237130100;C/D
237130200;C/D
237130300;C/D
237130400;C/D
237140000;C/D
237140100;C/D
237140200;C/D
237140300;C/D
237140400;C/D
237150000;C/D
237150100;C/D
237150200;C/D
237150300;C/D
237150400;C/D
237200000;C/D
237210000;C/D
237210100;C/D
237210200;C/D
237210300;C/D
237210400;C/D
237210500;C/D
237210600;C/D
237220000;C/D
237220100;C/D
237220200;C/D
237220300;C/D
237220400;C/D
237220500;C/D
237220600;C/D
237230000;C/D
237230100;C/D
237230200;C/D
237230300;C/D
237230400;C/D
237230500;C/D
237230600;C/D
237240000;C/D
237240100;C/D
237240200;C/D
237240300;C/D
237240400;C/D
237240500;C/D
237240600;C/D
237250000;C/D
237250100;C/D
237250200;C/D
237250300;C/D
237250400;C/D
237250500;C/D
237250600;C/D
239000000;D
239100000;D
239110000;D
239120000;D
239130000;D
239140000;D
239150000;D
239200000;D
239210000;D
239220000;D
239230000;D
239240000;D
239250000;D
300000000;D
310000000;D
311000000;D
311100000;D
311110000;D
311110100;D
311110101;D
311110102;D
311110103;D
311110104;D
311110105;D
311110106;D
311110107;D
311110108;D
311110109;D
311110110;D
311110112;D
311110113;D
311110114;D
311110115;D
311110116;D
311110117;D
311110118;D
311110119;D
311110120;D
311110121;D
311110122;D
311110123;D
311110124;D
311110125;D
311110126;D
311110127;D
311110128;D
311110129;D
311110130;D
311110131;D
311110132;D
311110133;D
311110135;D
311110136;D
311110199;D
311110200;D
311110201;D
311110202;D
311110203;D
311110204;D
311110205;D
311110206;D
311110207;D
311110208;D
311110209;D
311110210;D
311110211;D
311110212;D
311110213;D
311110299;D
311110300;D
311119900;D
311120000;D
311200000;D
311210000;D
311210100;D
311210101;D
311210102;D
311210103;D
311210104;D
311210105;D
311210106;D
311210107;D
311210108;D
311210109;D
311210110;D
311210111;D
311210112;D
311210113;D
311210114;D
311210115;D
311210116;D
311210117;D
311210118;D
311210119;D
311210120;D
311210121;D
311210122;D
311210123;D
311210124;D
311210125;D
311210126;D
311210127;D
311210128;D
311210129;D
311210130;D
311210131;D
311210132;D
311210133;D
311210135;D
311210199;D
311210200;D
311210201;D
311210202;D
311210203;D
311210204;D
311210205;D
311210206;D
311210207;D
311210208;D
311210209;D
311210210;D
311210299;D
311210300;D
311210400;D
311210401;D
311210402;D
311210403;D
311210404;D
311210405;D
311210406;D
311210408;D
311210409;D
311210410;D
311210411;D
311210412;D
311210413;D
311210414;D
311210415;D
311210416;D
311210417;D
311210418;D
311210419;D
311210420;D
311210421;D
311210422;D
311210423;D
311210424;D
311210427;D
311210499;D
311219900;D
311300000;D
311310000;D
311310100;D
311310101;D
311310102;D
311310103;D
311310104;D
311310105;D
311310106;D
311310107;D
311310108;D
311310109;D
311310110;D
311310111;D
311310112;D
311310113;D
311310114;D
311310115;D
311310116;D
311310117;D
311310199;D
311310200;D
311310201;D
311310202;D
311310203;D
311310204;D
311310299;D
311310300;D
311319900;D
312000000;D
312100000;D
312120000;D
312120100;D
312120200;D
312129900;D
312130000;D
312130200;D
312139900;D
312140000;D
312140200;D
312149900;D
312150000;D
312150200;D
312159900;D
312200000;D
312210000;D
312210100;D
312210300;D
312210400;D
312210500;D
312210600;D
312219900;D
312220000;D
312220100;D
312220300;D
312220400;D
312220500;D
312220600;D
312229900;D
312230000;D
312230100;D
312230300;D
312230400;D
312230500;D
312230600;D
312239900;D
312300000;D
312310000;D
312310100;D
312310200;D
312310300;D
312400000;D
312410000;D
312410100;D
312410200;D
312410300;D
312419900;D
312420000;D
312430000;D
312440000;D
312450000;D
312500000;D
312510000;D
312510100;D
312510200;D
312510300;D
312510400;D
312519900;D
312540000;D
312900000;D
312910000;D
312910100;D
312910200;D
312910300;D
312910400;D
312910500;D
312910600;D
312919900;D
312920000;D
312920100;D
312920200;D
312920300;D
312920400;D
312920500;D
312920600;D
312929900;D
312930000;D
312940000;D
312940100;D
312940200;D
312940300;D
312940400;D
312940500;D
312940600;D
312949900;D
312950000;D
313000000;D
313100000;D
313110000;D
313200000;D
313210000;D
313300000;D
313310000;D
319000000;D
319100000;D
319110000;D
319200000;D
319210000;D
319220000;D
319230000;D
319240000;D
319250000;D
319900000;D
319910000;D
319910100;D
319910200;D
319920000;D
319930000;D
319940000;D
319950000;D
320000000;D
321000000;D
321100000;D
321110000;D
321110100;D
321110101;D
321110102;D
321110103;D
321110104;D
321110105;D
321110106;D
321110107;D
321110199;D
321110200;D
321117000;D
321119900;D
321200000;D
321210000;D
321300000;D
321310000;D
321310100;D
321310101;D
321317000;D
321319900;D
321400000;D
321410000;D
321410100;D
321410101;D
321410102;D
321417000;D
321419900;D
321900000;D
321910000;D
322000000;D
322100000;D
322110000;D
322110100;D
322117000;D
322119900;D
322200000;D
322210000;D
322300000;D
322310000;D
322310100;D
322317000;D
322319900;D
322900000;D
322910000;D
323000000;D
323100000;D
323110000;D
323110100;D
323200000;D
323210000;D
323210100;D
323900000;D
323910000;D
324000000;D
324100000;D
324110000;D
324200000;D
324210000;D
324300000;D
324310000;D
324400000;D
324410000;D
325000000;D
325100000;D
325110000;D
329000000;D
329100000;D
329110000;D
329110100;D
329110200;D
329110300;D
329110400;D
329110500;D
329110600;D
329110700;D
329110800;D
329110900;D
329111000;D
329111100;D
329111200;D
329111201;D
329111202;D
329111203;D
329119900;D
329120000;D
329200000;D
329210000;D
329300000;D
329310000;D
329310100;D
329310200;D
329310300;D
329310400;D
329310500;D
329310600;D
329310700;D
329310800;D
329310900;D
329311000;D
329311001;D
329311002;D
329311003;D
329319900;D
329900000;D
329910000;D
329920000;D
330000000;D
331000000;D
331100000;D
331110000;D
331110100;D
331110300;D
331110400;D
331110500;D
331110600;D
331110700;D
331110800;D
331110900;D
331111000;D
331111100;D
331111300;D
331111400;D
331111500;D
331111600;D
331111700;D
331111800;D
331111900;D
331112000;D
331112100;D
331112200;D
331112300;D
331112400;D
331112500;D
331112600;D
331112700;D
331112800;D
331112900;D
331113000;D
331113100;D
331113200;D
331113300;D
331113400;D
331113500;D
331113600;D
331113700;D
331113800;D
331113900;D
331114000;D
331114100;D
331114200;D
331114300;D
331114400;D
331114500;D
331114600;D
331114800;D
331114900;D
331115000;D
331115100;D
331115200;D
331115300;D
331115400;D
331115500;D
331115600;D
331115700;D
331115800;D
331117100;D
331119800;D
331119900;D
331200000;D
331210000;D
331210100;D
331210200;D
331210300;D
331210400;D
331210500;D
331210600;D
331210700;D
331210800;D
331219900;D
331220000;D
331230000;D
331240000;D
331250000;D
332000000;D
332100000;D
332110000;D
332110100;D
332110200;D
332110300;D
332110400;D
332119900;D
332200000;D
332210000;D
332210100;D
332210200;D
332210300;D
332210400;D
332210500;D
332210600;D
332210700;D
332210800;D
332210900;D
332211000;D
332211100;D
332211200;D
332211300;D
332211400;D
332211500;D
332211600;D
332211800;D
332211900;D
332212000;D
332212100;D
332212200;D
332212300;D
332212400;D
332212500;D
332212600;D
332212700;D
332212800;D
332212900;D
332213000;D
332213100;D
332213400;D
332213500;D
332213600;D
332213700;D
332213800;D
332213900;D
332219800;D
332219900;D
332300000;D
332310000;D
332310100;D
332310200;D
332310300;D
332310400;D
332310500;D
332310600;D
332310700;D
332310800;D
332310900;D
332311000;D
332311100;D
332311200;D
332311300;D
332311400;D
332311500;D
332311600;D
332311700;D
332311800;D
332311900;D
332312000;D
332312100;D
332312200;D
332312300;D
332312400;D
332312500;D
332312600;D
332312700;D
332312800;D
332312900;D
332313000;D
332313100;D
332313200;D
332313300;D
332313400;D
332313500;D
332313600;D
332313700;D
332313800;D
332313900;D
332314000;D
332314100;D
332314200;D
332314300;D
332314400;D
332314500;D
332314600;D
332314700;D
332315100;D
332315200;D
332315400;D
332315500;D
332315600;D
332315700;D
332315800;D
332319800;D
332319900;D
332320000;D
332325200;D
332325300;D
332329900;D
332330000;D
332340000;D
332350000;D
332400000;D
332410000;D
332420000;D
332430000;D
332440000;D
332450000;D
333000000;D
333100000;D
333110000;D
333110100;D
333110101;D
333110102;D
333200000;D
333210000;D
333210100;D
333210200;D
333300000;D
333310000;D
333310100;D
340000000;D
341000000;D
341100000;D
341110000;D
341110100;D
341110200;D
341119900;D
341120000;D
341120100;D
341120200;D
341129900;D
341130000;D
341130100;D
